gene_ID,ks_stat,gene_length,mutant_counts,co_counts
Fam168b,0.056733823172942344,195,504,639
Fam168b,0.05636550763508491,202,506,643
Fam168b,0.05168285435247477,207,516,657
Plekhb2,0.05240143653731022,205,964,1109
Plekhb2,0.03860305869719727,222,1219,1381
Plekhb2,0.03860305869719727,222,1219,1381
Cox5b,0.1423703187602548,130,2101,2749
Actr1b,0.06177311507969169,377,1173,1323
Inpp4a,0.02725353610240333,940,745,873
Inpp4a,0.02921301213244154,978,748,874
Inpp4a,0.027386759077272615,934,744,872
Inpp4a,0.029327049865854216,973,747,873
Inpp4a,0.05256440772126558,679,451,550
Inpp4a,0.05262291448804579,680,451,550
Inpp4a,0.0610542084788559,691,466,557
Unc50,0.06755098892444733,260,279,321
Unc50,0.06755098892444733,260,279,321
2010300C02Rik,0.03528743469790513,1176,914,1312
Mrpl30,0.060188024544635066,161,224,234
Mrpl30,0.060188024544635066,161,224,234
Txndc9,0.08447195817423903,227,388,367
Lonrf2,0.05789433108042519,755,919,1060
Pdcl3,0.10007526331746397,241,135,143
Rpl31,0.15000055089160125,126,599,693
Rpl31,0.15000055089160125,126,599,693
Rpl31,0.15000055089160125,126,599,693
Creg2,0.0556933605267419,289,206,338
Fhl2,0.09639595569493098,280,302,278
Fhl2,0.09639595569493098,280,302,278
Tpp2,0.07791440811244185,1250,701,916
Tpp2,0.07744813602303421,1263,702,916
Slc39a10,0.05230759143680641,834,1279,1591
Slc39a10,0.05230759143680641,834,1279,1591
Slc39a10,0.05230759143680641,834,1279,1591
Tmeff2,0.08154910672477322,375,267,332
Gls,0.04916266634216618,675,1718,2026
Gls,0.05249315498863996,604,1362,1673
Sf3b1,0.05728576522392953,1305,1007,1533
Coq10b,0.060457853887393,193,214,127
Coq10b,0.04033607645937187,243,266,163
Hspd1,0.04118155479923477,574,1451,1779
Hspd1,0.04118155479923477,574,1451,1779
Hspe1,0.07224934847805797,103,549,665
Mob4,0.08715291493861616,205,372,356
Mob4,0.08029072324763561,226,407,376
Satb2,0.1341242872173639,734,375,496
Satb2,0.1341242872173639,734,375,496
Satb2,0.1341242872173639,734,375,496
Bzw1,0.07529184059591104,420,1155,1068
Fam126b,0.05689956536190138,531,289,347
Fam126b,0.05689956536190138,531,289,347
Fam126b,0.04436402320829233,587,294,362
Ndufb3,0.07983852144936787,105,580,607
Sumo1,0.09004190718350333,102,483,511
Bmpr2,0.0544271299321773,1039,578,808
Fam117b,0.05359270443233616,585,314,412
Wdr12,0.08432998033185338,424,243,256
Wdr12,0.08432998033185338,424,243,256
Wdr12,0.08432998033185338,424,243,256
Abi2,0.06471800854509238,488,682,865
Abi2,0.07211032228707878,447,711,865
Abi2,0.06580653172779019,481,732,905
Ndufs1,0.05562702023154542,728,1418,1659
Ndufs1,0.05562702023154542,728,1418,1659
Ndufs1,0.05562702023154542,728,1418,1659
Ndufs1,0.05562702023154542,728,1418,1659
Eef1b2,0.05612827429845285,226,820,1036
Adam23,0.04054578976691714,830,968,1107
Creb1,0.07799895280986363,328,172,180
Creb1,0.08008936309071446,342,173,181
Idh1,0.06817834149813679,415,413,508
Idh1,0.06817834149813679,415,413,508
Map2,0.033313547842985125,468,2152,3223
Map2,0.03266438106926006,499,2165,3244
Map2,0.03539139830521104,1829,9264,14148
Acadl,0.13694785572282486,431,218,261
Lancl1,0.05095298382475287,400,973,1023
Lancl1,0.05095298382475287,400,973,1023
Lancl1,0.05095298382475287,400,973,1023
Atic,0.05114179462728605,593,310,366
Igfbp2,0.09062568269006177,306,352,432
Igfbp2,0.13297451100595725,159,217,254
Igfbp5,0.046651160814029424,272,561,790
Arpc2,0.05546897686913474,301,1262,1526
Arpc2,0.05546897686913474,301,1262,1526
Aamp,0.08156877733971052,436,603,725
Aamp,0.08156877733941253,437,603,725
Pnkd,0.11819198262528469,143,105,90
Pnkd,0.04169154375936002,386,461,483
Tmbim1,0.11675756173383667,310,161,159
Pnkd,0.05208300259657464,361,415,455
Cdk5r2,0.09132115712329275,370,1009,961
Retreg2,0.1043859765519366,505,403,480
Retreg2,0.11101558274413126,542,427,512
Retreg2,0.16358607854585783,340,259,326
Atg9a,0.051640004909314086,840,500,512
Atg9a,0.051640004909314086,840,500,512
Tuba4a,0.08580595702075355,247,3212,3837
Tuba4a,0.06250574373704543,449,6236,6924
Tuba4a,0.07985294518484709,296,3657,4288
Dnajb2,0.10885772268840266,260,208,305
Dnajb2,0.11622534280920438,278,243,333
Dnajb2,0.11622534280920438,278,243,333
Dnajb2,0.09909927544671276,325,270,366
Dnajb2,0.11622534280920438,278,243,333
Ptprn,0.025191106568788757,889,2134,2703
Ptprn,0.02337137071740325,982,2362,2985
Resp18,0.047046052793716875,236,553,596
Resp18,0.06878419474124609,176,543,604
Dnpep,0.05595930952405995,474,252,288
Dnpep,0.05506333874287361,476,255,298
Epha4,0.02230882053374228,987,2141,2299
Farsb,0.03769725363802029,590,426,473
Farsb,0.024409367967134027,726,412,451
Farsb,0.03203712734459574,740,410,439
Farsb,0.03769725363802029,590,426,473
Acsl3,0.059777161216491626,569,809,938
Acsl3,0.06301923145684912,721,1027,1230
Acsl3,0.06301923145684912,721,1027,1230
Scg2,0.040761526395823755,578,2454,3301
Scg2,0.04141067231323803,618,2517,3416
Serpine2,0.05170261897504713,398,1196,1343
Cul3,0.02863804078605614,769,973,1008
Cul3,0.04353384140457617,718,846,855
Mff,0.050398673583952724,219,526,603
Mff,0.04768691220026819,239,550,632
Mff,0.048428114753021334,240,552,632
Mff,0.04695548880239689,292,639,712
Mff,0.0510088101735747,220,528,603
Mff,0.04446074883524165,250,557,655
Mff,0.04556348376018937,251,559,655
Mff,0.04928978558339622,272,615,683
Mff,0.049758914598884235,273,617,683
Mff,0.047387838913039826,293,641,712
Mff,0.0446648050606564,303,646,735
Mff,0.045470678831226574,304,648,735
Mff,0.04291207153727841,318,641,712
Agfg1,0.04323149367839471,538,535,598
Agfg1,0.04303196101244461,531,501,550
Agfg1,0.040307457974264466,560,529,582
Agfg1,0.04030745797405405,562,529,582
Pid1,0.06097161623200531,218,129,159
Dner,0.016066021402064312,738,1807,2674
Cab39,0.1409979899141307,342,699,670
Cab39,0.1409979899141307,342,699,670
Cab39,0.1409979899141307,342,699,670
Itm2c,0.07680647614035063,270,4513,5281
Psmd1,0.03314687174348163,954,953,1184
Ncl,0.05786042278313208,708,1985,3120
Ptma,0.06656231666071463,429,980,1587
Ptma,0.06072204470629167,459,1260,2196
Ptma,0.06464511461297023,112,1230,2154
Pde6d,0.09878197491840435,151,175,124
Nppc,0.15239055188078054,127,87,81
Eif4e2,0.07229408709806304,237,126,145
Eif4e2,0.0670546327599317,246,130,150
Eif4e2,0.06967204660054604,235,128,148
Eif4e2,0.04879562039086882,241,132,150
Ngef,0.021101804898723597,621,2170,2419
Ngef,0.01951409887478528,711,2132,2383
Cops8,0.06880847966869047,210,366,401
Ramp1,0.12893894057329858,104,114,139
Ramp1,0.1216820343689774,106,112,138
Ramp1,0.06574983330163309,149,203,274
Ube2f,0.09302407777584748,186,121,148
Ube2f,0.09302407777584748,186,121,148
Ube2f,0.09302407777584748,186,121,148
Ube2f,0.09302407777584748,186,121,148
Ube2f,0.09302407777584748,186,121,148
Ndufa10,0.023960203838963134,356,1133,1172
Cops9,0.13469291372909392,225,289,376
Gpc1,0.06961983914267211,558,288,314
Kif1a,0.021191085502927087,1699,5752,8383
Kif1a,0.02132764107578683,1690,5733,8358
Kif1a,0.02106405469455125,1698,5749,8373
Kif1a,0.0211569643921517,1699,5751,8380
Kif1a,0.020927412753644792,1707,5768,8398
Ppp1r7,0.1071890959460233,362,779,868
Hdlbp,0.06285146080198983,1269,1239,1601
Hdlbp,0.06285146080198983,1269,1239,1601
Hdlbp,0.06285146080198983,1269,1239,1601
Septin2,0.10280412213464984,322,508,520
Septin2,0.11132007570046637,362,579,635
Septin2,0.11132007570046637,362,579,635
Septin2,0.11132007570046637,362,579,635
Stk25,0.040059349150276646,427,639,842
Atg4b,0.13287461735717288,361,238,265
Atg4b,0.11269923992082342,394,279,310
Dtymk,0.11074358696189257,213,151,142
D1Ertd622e,0.07341225091263176,208,146,177
D1Ertd622e,0.07341225091263176,208,146,177
D1Ertd622e,0.07341225091263176,208,146,177
D1Ertd622e,0.07341225091263176,208,146,177
D1Ertd622e,0.07341225091263176,208,146,177
Pam,0.05617780043370951,979,1033,1282
Pam,0.056576379638342056,980,1033,1283
Kdsr,0.04492762139103568,333,219,204
Kdsr,0.06764845767328587,268,170,160
Vps4b,0.055442099135209144,445,332,366
Tsn,0.08720907844183645,229,330,371
Nifk,0.14838190011189545,318,177,210
Dbi,0.050764356238463426,136,714,779
Dpp10,0.07740259236599245,801,950,1100
Actr3,0.05384858314337759,419,875,1046
Actr3,0.05384858314337759,419,875,1046
Actr3,0.05384858314337759,419,875,1046
Lypd1,0.12814216734550504,142,160,201
Rab3gap1,0.06843767055783184,982,629,682
Ubxn4,0.09404502033599205,507,327,438
Ubxn4,0.09404502033554862,508,327,438
Dars,0.06939389091615356,502,620,772
Nucks1,0.04826812775928768,234,713,935
Nucks1,0.0474733258604626,235,714,935
Cntn2,0.0753221672920415,1041,655,730
Nfasc,0.02805609438722556,1190,1252,1938
Nfasc,0.027367760075013958,1158,1236,1926
Nfasc,0.026551179714473294,1175,1243,1930
Nfasc,0.03075641820110364,1241,1247,1917
Atp2b4,0.02182369373242199,1206,1099,1895
Atp2b4,0.03440480287833092,1167,1150,1949
Adora1,0.12320432693630423,237,150,154
Adora1,0.15256360798671076,185,119,118
Adora1,0.08917211339041886,327,226,238
Adora1,0.08917211339041886,327,226,238
Adora1,0.08917211339041886,327,226,238
Adipor1,0.08180031666119236,376,216,226
Adipor1,0.08180031666119236,376,216,226
Rabif,0.1827475026054869,124,114,108
Arl8a,0.0480718054520517,187,899,1017
Gpr37l1,0.0845949138479844,482,983,1248
Timm17a,0.09850037622377822,172,417,474
Timm17a,0.08603449548982012,150,323,342
Shisa4,0.07016045049229447,198,464,685
Ipo9,0.030449043094207595,890,579,639
Ipo9,0.038943760702777414,759,490,556
Ipo9,0.02469198137169537,1005,671,748
Ipo9,0.030449043094207595,890,579,639
Ipo9,0.05267613528280414,1041,694,808
Csrp1,0.05855721872351438,194,753,853
Csrp1,0.09998890370987618,501,370,396
Csrp1,0.05855721872351438,194,753,853
Phlda3,0.1512512787311765,126,73,104
Tmem9,0.12325726710977564,184,313,335
Tmem9,0.12325726710977564,184,313,335
Tmem9,0.12325726710977564,184,313,335
Nek7,0.11222393194840052,202,104,111
B3galt2,0.09023586406100148,423,333,333
Glrx2,0.06248221696001732,124,169,190
Glrx2,0.05112812618988183,157,191,223
Glrx2,0.06248221696001732,124,169,190
Glrx2,0.06248221696001732,124,169,190
Ro60,0.059386331507064405,539,341,351
Uchl5,0.0958729216913089,329,274,262
Uchl5,0.09753332171870055,330,276,263
Rgs2,0.14896248915783428,212,442,347
Ivns1abp,0.1679792872367078,222,114,158
Rnf2,0.1220368427139133,337,173,224
Rnf2,0.1220368427139133,337,173,224
Rnf2,0.1220368427139133,337,173,224
Arpc5,0.051748863991326555,152,353,424
Nmnat2,0.051503575168514115,308,1015,1248
Dhx9,0.06288191026972934,1384,1374,2009
Rgs8,0.1055719946824542,181,157,121
Rgs8,0.1055719946824542,181,157,121
Rgs8,0.0974594678217251,179,157,124
Glul,0.03698242210432323,374,8955,8606
Cacna1e,0.03410373986785353,2274,1392,1838
Ier5,0.06627034669809351,309,370,342
Stx6,0.04649187034904595,256,232,253
Xpr1,0.07104989260828318,696,351,445
Acbd6,0.07053984673546976,138,114,139
Acbd6,0.06391455882259067,140,114,138
Acbd6,0.06858565230212865,283,229,255
Tor1aip2,0.11725002242308896,132,146,139
Tor1aip2,0.11725002242308896,132,146,139
Tor1aip2,0.11725002242308896,132,146,139
Tor1aip2,0.11725002242308896,132,146,139
Astn1,0.03217194730099471,1295,2137,2864
Astn1,0.03216647050604937,1303,2137,2864
Tnr,0.030283180906240548,1359,721,1218
Mrps14,0.10376347899103011,129,358,414
Mrps14,0.11496770749452884,123,350,410
Cacybp,0.03796999921446162,230,620,552
Rabgap1l,0.1346158670229143,371,263,374
Prdx6,0.07967214554669128,741,570,630
Prdx6,0.057399956710062816,225,760,871
Prdx6,0.06691876780068529,201,641,734
Dnm3,0.04097118792926513,860,1077,1226
Dnm3,0.04094159110074136,864,1079,1228
Vamp4,0.05771920652698226,142,340,403
Vamp4,0.07025318522559432,142,368,425
Vamp4,0.05771920652698226,142,340,403
Vamp4,0.07025318522559432,142,368,425
Prrc2c,0.054960270943291145,2847,1640,2572
Kifap3,0.04897250003129133,794,3626,4192
Kifap3,0.048135907804928935,773,3635,4195
Atp1b1,0.05648699147953812,305,12955,16251
Tiprl,0.11091511160853679,272,250,288
Tiprl,0.10598304261930513,260,223,264
Tiprl,0.10704939213744802,231,205,244
Mpc2,0.07477191327700045,128,580,596
Tada1,0.10086718860852709,336,169,237
Uck2,0.058100488602239875,262,179,213
Tmco1,0.16916873678025468,189,207,197
Mgst3,0.03715559573340743,154,684,711
Pbx1,0.05502742426247598,348,487,634
Pbx1,0.028467797877684498,340,463,632
Pbx1,0.05502742426247598,348,487,634
Pbx1,0.03227551632230641,431,550,730
Rgs5,0.06179000032816956,182,379,355
Rgs4,0.021337014075134664,206,3362,3618
Uhmk1,0.02635311770405957,331,418,452
Uhmk1,0.027984144565588176,420,426,460
Nos1ap,0.043736107930093415,504,412,532
Sdhc,0.03989328205017073,170,790,877
Ndufs2,0.04755979362732643,464,1485,1626
Adamts4,0.053119180336171024,834,443,486
Ufc1,0.09361335299249512,168,305,305
Ufc1,0.09361335299249512,168,305,305
Ufc1,0.09361335299249512,168,305,305
Pfdn2,0.10388481512423536,107,353,445
Pfdn2,0.09615705303034772,155,426,556
Pfdn2,0.11481384223770252,136,292,393
Usf1,0.04177508121921092,252,219,273
Usf1,0.0450579068989623,311,281,335
Usf1,0.0450579068989623,311,281,335
Usf1,0.0450579068989623,311,281,335
Ncstn,0.06367001572504916,709,583,637
Copa,0.045457984187687206,1225,1703,2150
Pex19,0.11604086188851155,208,242,220
Pex19,0.12415444387131569,280,380,431
Pex19,0.11730635075385953,285,387,442
Pex19,0.11080011437665838,300,397,456
Dcaf8,0.03841994309346253,592,499,646
Dcaf8,0.03841994309346253,592,499,646
Pea15a,0.056147520327668565,109,1091,1298
Pea15a,0.05780817205318167,131,1223,1417
Pea15a,0.05780817205318167,131,1223,1417
Atp1a2,0.016117362231461957,1021,6157,7765
Igsf8,0.051742414823016336,612,1411,1656
Kcnj9,0.12806145525490958,394,202,229
Kcnj9,0.12806145525490958,394,202,229
Kcnj10,0.03663819946826807,380,875,1015
Cadm3,0.06789138286231722,397,2647,3100
Grem2,0.1694505101529447,169,110,107
Rgs7,0.08966765300469648,418,261,306
Rgs7,0.08018794409710106,470,298,355
Rgs7,0.08176848526023028,471,306,361
Rgs7,0.07577086473467165,478,301,362
Fh1,0.050561754799079206,508,854,924
Akt3,0.06332965824013381,480,444,430
Zbtb18,0.0836543277543651,523,513,619
Zbtb18,0.08726234144026246,532,517,624
Zbtb18,0.0836543277543651,523,513,619
Zbtb18,0.0836543277543651,523,513,619
Zbtb18,0.05228470368854721,237,326,342
Zbtb18,0.08726234144026246,532,517,624
Zbtb18,0.0836543277543651,523,513,619
Zbtb18,0.0836543277543651,523,513,619
Adss,0.1074758321960484,457,478,566
Cox20,0.18751499817861544,118,78,99
Hnrnpu,0.04221718523899931,1633,3617,4838
Hnrnpu,0.04542014306016395,801,3731,4996
Sccpdh,0.09093744087789879,430,443,474
Stum,0.17778765652883285,142,142,244
Acbd3,0.0734051534886338,526,320,404
H3f3a,0.12927615992788166,137,483,573
Cnih4,0.16894306808519904,140,86,101
Wdr26,0.04222287593068841,642,494,632
Cnih3,0.06906646717600273,113,61,116
Degs1,0.09054591624019953,288,498,510
Degs1,0.08324133727123095,324,543,556
Fbxo28,0.07448369887548767,369,256,246
Capn2,0.04370346610510345,701,467,504
Susd4,0.05583486970771001,491,333,327
Susd4,0.05583486970771001,491,333,327
Susd4,0.056967829737358366,493,334,329
Susd4,0.05583486970771001,491,333,327
Susd4,0.056967829737358366,493,334,329
Brox,0.05840755465220013,412,337,345
Brox,0.05840755465220013,412,337,345
Mtarc2,0.11213643158342901,281,319,406
Mtarc2,0.0878493076466722,339,381,491
Mtarc2,0.13080316960741523,246,260,336
Mark1,0.06846347675796116,796,450,514
Bpnt1,0.05063830815423476,309,449,539
Bpnt1,0.07889754369165528,254,371,455
Bpnt1,0.05004020547759369,324,457,548
Nenf,0.11579811949253266,172,130,136
Lpgat1,0.09983651056794846,371,326,331
Lpgat1,0.06631034586274309,410,359,349
Cd34,0.0913242719239874,383,295,235
Cd34,0.03947742589785558,326,291,217
Syne1,0.05416177275132816,1432,1220,1269
Vip,0.07173850892787242,171,211,229
Vip,0.0674644875759727,172,211,232
Rgs17,0.08669998139776636,211,195,203
Rgs17,0.083233961129494,231,200,208
Ipcef1,0.051056961891150054,411,375,363
Ipcef1,0.05286349034266569,407,372,359
Ipcef1,0.1365124390100213,243,202,195
Ipcef1,0.09325969510053445,299,265,264
Ipcef1,0.09152166969682685,303,268,268
Lrp11,0.0688157825067102,271,274,206
Lrp11,0.05513781106576325,442,460,389
Lrp11,0.06517854956960031,439,395,336
Lrp11,0.049151847064436566,484,498,415
Pcmt1,0.026727531213271538,198,698,754
Pcmt1,0.04638347754411243,197,707,784
Pcmt1,0.04638347754411243,197,707,784
Pcmt1,0.03374758238777109,228,643,714
Pcmt1,0.02694448441198194,287,831,913
Pcmt1,0.03399778689137978,286,840,943
Pcmt1,0.034075991228426195,166,561,604
Pcmt1,0.0550998697118138,165,570,634
Pcmt1,0.04256908941601256,218,768,837
Ppil4,0.059925387034018285,493,284,304
Stxbp5,0.06102469747905567,1117,686,742
Aig1,0.05214362184327104,239,232,176
Aig1,0.05589460115691816,263,216,166
Hivep2,0.025477330796658176,2431,1355,1831
Hivep2,0.025477330796658176,2431,1355,1831
Hivep2,0.025477330796658176,2431,1355,1831
Vta1,0.051631588399459916,310,301,273
Cited2,0.0966166881455682,270,280,324
Rpl32l,0.0880630833790752,134,390,335
Bclaf1,0.08861971594658619,871,485,656
Bclaf1,0.08667035040500659,918,495,668
Bclaf1,0.08599418081777427,920,496,670
Ahi1,0.030253526981660506,1039,990,1383
Ahi1,0.03158493506940763,1048,993,1384
Ahi1,0.1367250348719172,143,125,172
Sgk1,0.037600525198935975,525,343,361
Sgk1,0.042168512359178956,405,317,335
Sgk1,0.042168512359178956,405,317,335
Sgk1,0.041382400648304896,418,319,335
Sgk1,0.04321714287520306,446,320,335
Sgk1,0.04153320456029097,432,323,341
Tbpl1,0.08542932793934843,187,117,116
Rps12,0.10304727734891317,133,94,80
Stx7,0.06760956904082913,262,770,876
Stx7,0.06760956904082913,262,770,876
Ccn2,0.10727616743229851,349,309,327
Epb41l2,0.061398585920540705,690,590,781
Epb41l2,0.06332893663456918,795,633,871
Epb41l2,0.06058659713869585,854,641,881
Epb41l2,0.059064846185653,919,656,902
Epb41l2,0.05446257235603469,989,660,903
Epb41l2,0.05446257235603469,989,660,903
Soga3,0.07317951120280775,946,655,829
Echdc1,0.07141756466230798,300,186,183
Echdc1,0.06677682077322833,323,186,184
Rnf146,0.06188022075041785,360,234,307
Rnf146,0.06188022075041785,360,234,307
Rnf146,0.06188022075041785,360,234,307
Rnf146,0.06188022075041785,360,234,307
Rnf146,0.06188022075041785,360,234,307
Hint3,0.1025249990416715,166,110,151
Supt4b,0.0643537218004433,118,194,215
Rwdd1,0.128955082015196,244,246,258
Tspyl1,0.07517160930686484,380,1292,1592
Tspyl4,0.07512393690418762,407,439,643
Hdac2,0.08632368658638623,489,716,752
Marcks,0.10331593200945066,310,1023,1412
Fyn,0.09698013831057989,535,400,548
Fyn,0.09698013831057989,535,400,548
Fyn,0.08069218602038869,538,431,606
Amd1,0.0675453289512204,335,444,374
Amd2,0.0675453289512204,335,444,374
Cdc40,0.070476312696654,580,304,322
Wasf1,0.09434644681117854,560,1736,2331
Cd164,0.05381382427751863,198,232,270
Sesn1,0.05114420477813926,493,279,304
Foxo3,0.037981079872221324,673,339,426
Snx3,0.08219870652126526,163,777,808
Ostm1,0.06209015640121274,339,178,189
Prep,0.037769330088555986,711,458,562
Gopc,0.1328356652823865,456,297,392
Gopc,0.13284849178671476,464,297,392
Slc35f1,0.07768516524567162,409,404,491
Gja1,0.041551426083431764,383,1295,1912
Hsf2,0.10000948887976413,518,265,296
Serinc1,0.06420933206471996,454,6421,7534
Fabp7,0.05848962068180685,133,393,569
P4ha1,0.1116735196132489,455,326,287
P4ha1,0.11728798538792284,535,382,316
P4ha1,0.11522328758932876,535,381,315
Micu1,0.11509604104519788,478,541,513
Micu1,0.11475358621739151,480,541,513
Micu1,0.11475358621704101,482,541,513
Micu1,0.1147535862166924,484,541,513
Dnajb12,0.061356938952269124,379,223,274
Dnajb12,0.05754854377064078,377,220,274
Ddit4,0.07366085763908381,230,273,271
Anapc16,0.06010048839615523,111,186,236
Anapc16,0.05210384363576004,130,194,239
Spock2,0.07312186515908614,424,4502,5144
Psap,0.03333559870536096,546,15176,18452
Psap,0.03356600378946484,554,15361,18614
Psap,0.033572445095296,555,15422,18674
Psap,0.03360219877021775,557,15426,18675
Psap,0.033632007202209824,558,15429,18675
Psap,0.03366342587330673,552,15238,18478
Ppa1,0.040486747202838125,290,704,772
Sar1a,0.06192584400843881,199,523,530
Sar1a,0.06192584400843881,199,523,530
Sar1a,0.06192584400843881,199,523,530
Fam241b,0.198212491893417,121,100,128
Fam241b,0.198212491893417,121,100,128
Fam241b,0.198212491893417,121,100,128
Hk1,0.021072716562651417,919,3431,4615
Hk1,0.019836483897701207,946,3296,4389
Vps26a,0.11754831302577079,360,332,310
Vps26a,0.12305772468432724,217,214,215
Vps26a,0.11588060522586285,328,332,311
Kifbp,0.04189498603347219,618,1067,1164
Hnrnph3,0.12157503655982738,216,156,220
Hnrnph3,0.10249219475297416,332,258,394
Hnrnph3,0.11107181739707639,347,266,418
Hnrnph3,0.11107181739707639,347,266,418
Zfp365,0.05032511808512463,409,555,586
Ank3,0.0757683312198133,839,701,929
Ank3,0.04225453385859368,1727,1454,1975
Ank3,0.04201338811847555,1766,1455,1976
Ank3,0.038627336287255454,1923,1466,1999
Ank3,0.03863534040218053,1941,1466,1999
Ank3,0.03854748308549438,1944,1467,2000
Ank3,0.03840097375504403,1962,1467,2000
Ank3,0.07919478555952156,899,728,978
Ank3,0.07405820684960274,1095,740,1002
Phyhipl,0.04812831058834288,331,1744,1993
Phyhipl,0.03251862961024432,376,1948,2307
Tfam,0.11206854774278141,244,126,128
Ube2d1,0.05940044623739282,148,170,236
Cisd1,0.10939365233673093,109,632,713
Zwint,0.06407667706069775,253,4770,4860
Zwint,0.06407667706069775,253,4770,4860
Zwint,0.06407667706069775,253,4770,4860
Gnaz,0.08901545409147293,356,264,266
Gnaz,0.08901545409147293,356,264,266
Snrpd3,0.048844599791207255,127,455,468
Ddt,0.09387942259943355,119,170,143
Mif,0.06766683116542516,116,1461,1504
Smarcb1,0.03874352256407895,377,655,721
Smarcb1,0.04646555084842233,386,666,725
Chchd10,0.06063074472227914,139,868,803
Pcbp3,0.0439652257210453,371,295,396
Pcbp3,0.04441647004703242,372,296,399
Fam207a,0.1329692381531471,220,118,132
Pttg1ip,0.09244447590946558,175,145,170
Sumo3,0.09513360911056168,111,410,437
Sumo3,0.09513360911010232,114,410,437
Sumo3,0.09390815560523147,111,406,435
Ube2g2,0.1009264605676381,166,155,159
Pfkl,0.027051612266696168,781,917,1224
Pfkl,0.026475304192860205,466,545,733
Gatd3a,0.040113858334513974,236,429,517
Gatd3a,0.05455823344591171,267,457,563
Agpat3,0.043532220360825935,377,525,580
Rrp1,0.06519932933835049,495,1873,2400
Pdxk,0.023526893146057964,313,730,823
Tpgs1,0.052827290237731,292,233,289
Cdc34,0.10965089967417935,191,99,113
Bsg,0.04439185144195157,274,3594,4262
Bsg,0.042277394077264274,390,3596,4263
Rnf126,0.11194534036739251,314,182,212
Palm,0.053180644300102164,340,492,531
Palm,0.052368823656106345,384,498,537
R3hdm4,0.10972537803857663,263,795,764
Wdr18,0.0736890247813361,432,276,326
Tmem259,0.10485342070856775,575,348,358
Tmem259,0.10400335376899555,599,349,360
Polr2e,0.0749636452422967,211,273,283
Gpx4,0.053161928604204545,293,465,445
Gpx4,0.06083918048062856,198,713,625
Gpx4,0.056368673909757694,171,707,616
Gpx4,0.055558920974463355,254,707,617
Cbarp,0.05573073344060164,699,878,1050
Cbarp,0.04237788334552073,1098,943,1169
Atp5d,0.10165880243993713,122,1213,1273
Atp5d,0.07003204055589118,169,1605,1659
Midn,0.06555299468351466,465,357,338
Midn,0.06555299468335651,466,357,338
Midn,0.06154130790149037,509,365,343
Midn,0.06154130790163054,508,365,343
Cirbp,0.07957472908709745,173,382,544
Cirbp,0.08061493689442373,279,384,543
Ndufs7,0.045558713413848984,200,645,715
Ndufs7,0.057646239407766364,225,728,785
Gamt,0.06586020264606285,237,196,222
Gamt,0.06316892877127134,253,196,222
Dazap1,0.0776182374987403,406,219,259
Dazap1,0.07761823749858521,407,219,259
Dazap1,0.07761823749787933,407,219,259
Rps15,0.0853159627831998,146,809,820
Rps15,0.1368626542570407,119,632,620
2310011J03Rik,0.10886468464220089,110,88,85
Mbd3,0.10766674008672938,254,153,214
Mbd3,0.11452138285974145,286,155,220
Scamp4,0.1151661069939034,231,122,124
Btbd2,0.09076209885267728,524,322,380
